A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
60488,60496,0.15852432654980844,60488_60496,2884,130.0,4,33,,POINT (439860.25005 4457117.6395),49.0,329.0,I15,130.0,33532.6111086,3296493.51576
60491,60477,0.2288500330169252,60491_60477,2876,270.0,5,33,,POINT (439967.80895000004 4456951.955499999),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60492,60479,0.22640798267299225,60492_60479,2884,270.0,1,38,,POINT (439976.934 4456954.798),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60495,60505,0.2893950510128448,60495_60505,2884,130.0,1,38,,POINT (439639.06655 4457400.597999999),49.0,329.0,I15,130.0,33532.6111086,3296493.51576
60496,60506,0.287578604432696,60496_60506,2884,130.0,4,33,,POINT (439645.20015 4457404.6865),49.0,329.0,I15,130.0,33532.6111086,3296493.51576
60498,60491,0.13749501721540414,60498_60491,2876,270.0,5,33,,POINT (439778.3452 4457177.778),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60499,60492,0.14118834642235353,60499_60492,2884,270.0,1,38,,POINT (439786.126 4457180.8025),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60502,60498,0.2398684437583895,60502_60498,2884,270.0,5,33,,POINT (439599.7968999999 4457423.0385),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60503,60499,0.24008343032704277,60503_60499,2884,270.0,1,38,,POINT (439605.0937999999 4457428.132999999),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60505,60509,0.4417896140107856,60505_60509,2878,130.0,1,38,0015_267.9,POINT (439312.74225 4457890.0285),49.0,329.0,I15,130.0,33532.6111086,3296493.51576
60506,60510,0.4424699663169587,60506_60510,2878,130.0,4,33,0015_267.9,POINT (439318.10639999993 4457892.5345),49.0,329.0,I15,130.0,33532.6111086,3296493.51576
60509,60522,0.2659590278765546,60509_60522,2878,135.0,1,38,,POINT (439007.31885 4458370.6885),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60510,60517,0.1829880714539737,60510_60517,2890,135.0,2,42,,POINT (439073.14064999996 4458329.221),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60510,60525,0.2647392215420458,60510_60525,2878,135.0,4,33,,POINT (439012.75045 4458372.6865),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60513,60502,0.5105765007036656,60513_60502,2878,270.0,5,33,0015_267.9,POINT (439271.2968999999 4457929.653000001),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60514,60503,0.509462707789709,60514_60503,2878,270.0,1,38,0015_267.9,POINT (439275.93755 4457933.46),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60517,60529,0.11225328649698613,60517_60529,2890,135.0,1,42,,POINT (438949.06705 4458520.4004999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60517,60530,0.06677323028963905,60517_60530,2890,135.0,2,42,,POINT (439020.8196 4458521.082),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60518,60513,0.18017883264368229,60518_60513,2878,270.0,3,41,,POINT (438953.8869 4458384.039000001),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60522,60525,0.004599383343046749,60522_60525,2878,135.0,1,39,,POINT (438897.83105000004 4458553.3465),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60522,60547,0.2594416976679637,60522_60547,2882,135.0,1,38,,POINT (438781.35975 4458727.999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60523,60513,0.205248296871778,60523_60513,2878,270.0,4,33,,POINT (438960.33999999997 4458414.487500001),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60523,60524,0.00546299217670117,60523_60524,2878,270.0,1,39,,POINT (438873.75245 4458553.3465),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60524,60514,0.20347197111009854,60524_60514,2878,270.0,1,38,,POINT (438966.81875 4458416.729),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60524,60523,0.00546299217670117,60524_60523,2878,270.0,1,39,,POINT (438873.75245 4458553.3465),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60525,60522,0.004599383343046749,60525_60522,2878,135.0,1,39,,POINT (438897.83105000004 4458553.3465),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60525,60548,0.26022254199221995,60525_60548,2848,135.0,4,33,,POINT (438788.1145 4458730.3975),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60526,60532,0.07897974135767906,60526_60532,2848,,1,41,,POINT (439263.71515 4458572.08),,,,,,
60527,60518,0.04409905785783989,60527_60518,2878,270.0,3,41,,POINT (438862.70325 4458526.4445),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60528,60518,0.07706771815287558,60528_60518,2878,270.0,1,41,,POINT (438806.5327 4458528.15),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60529,60527,0.008683180212569076,60529_60527,2882,270.0,3,41,,POINT (438872.39905 4458567.4125),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60529,60539,0.05309002832023406,60529_60539,2848,135.0,2,41,,POINT (438892.6608 4458612.7465),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60530,60539,0.08356692825405412,60530_60539,2848,135.0,2,41,,POINT (438964.41335 4458613.427999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60531,60526,0.018898733884490128,60531_60526,2848,,1,41,,POINT (439336.58019999997 4458566.942),,,,,,
60532,60534,0.11916680348660597,60532_60534,2848,,1,41,0265_000.4,POINT (439106.3079 4458592.631999999),,,,,,
60534,60539,0.07134984450211379,60534_60539,2848,135.0,1,41,,POINT (438959.96535 4458624.9155),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60535,60531,0.015790170093186184,60535_60531,2848,,1,41,,POINT (439344.0535499999 4458589.362),,,,,,
60536,60535,0.050085175164890056,60536_60535,2848,,1,41,,POINT (439300.1477 4458604.7754999995),,,,,,
60539,60548,0.21502712597045523,60539_60548,2848,135.0,3,41,,POINT (438792.09845 4458779.278),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60540,60528,0.05497000982234974,60540_60528,2882,270.0,1,42,,POINT (438752.88019999996 4458608.887499999),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60540,60529,0.09295387436587067,60540_60529,2882,270.0,3,42,,POINT (438812.5983 4458613.2015),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60547,60557,0.21392002795744286,60547_60557,2882,135.0,1,38,0015_269.0,POINT (438575.75435 4459048.6405),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60548,60558,0.2121735259824915,60548_60558,2848,135.0,5,34,0015_269.0,POINT (438583.27685 4459050.6065),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60550,60523,0.27443929050997873,60550_60523,2882,270.0,4,33,,POINT (438752.57435 4458739.7555),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60550,60540,0.18438446167970182,60550_60540,2882,270.0,3,42,,POINT (438692.46875 4458790.0445),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60552,60524,0.27623223936269,60552_60524,2882,270.0,1,38,,POINT (438759.77185 4458742.4975000005),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60555,60550,0.18549202523943858,60555_60550,2882,270.0,5,34,0015_269.0,POINT (438555.36950000003 4459052.9255),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60556,60552,0.18918282974881281,60556_60552,2882,270.0,1,38,0015_269.0,POINT (438559.66579999996 4459059.058),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60557,60563,0.1762628690200264,60557_60563,2882,135.0,1,38,0015_269.0,POINT (438421.54545 4459321.483),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60558,60564,0.17796984833935614,60558_60564,2848,135.0,5,34,0015_269.0,POINT (438430.414 4459324.1335),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60561,60555,0.1827942108144603,60561_60555,2882,270.0,5,34,0015_269.0,POINT (438407.1688 4459309.221),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60562,60556,0.17886344149605155,60562_60556,2882,270.0,1,38,0015_269.0,POINT (438413.0836 4459315.9605),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60563,60569,0.25706083492170545,60563_60569,2856,135.0,1,38,,POINT (438345.26769999997 4459655.6105),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60564,60571,0.2642803721539722,60564_60571,2856,135.0,5,34,,POINT (438353.9371 4459665.6665),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60566,60561,0.25007245767740066,60566_60561,2855,270.0,5,34,,POINT (438326.56815000006 4459640.5325),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60568,60562,0.2595147372120763,60568_60562,2855,270.0,1,38,,POINT (438334.54705 4459652.868),48.0,328.0,I15,270.0,34978.3928468,3439160.46426
60569,60575,0.44179790479488484,60569_60575,2860,135.0,1,38,0015_269.6,POINT (438330.3693 4460217.4325),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60571,60576,0.4323015760187877,60571_60576,2860,135.0,5,34,0015_269.6,POINT (438338.5024 4460225.643999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60572,60568,0.4241736698403292,60572_60568,2860,265.0,1,38,0015_269.6,POINT (438321.23089999997 4460202.5555),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60573,60566,0.4368810411469821,60573_60566,2860,265.0,5,34,0015_269.6,POINT (438313.21859999996 4460192.9004999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60575,60581,0.24099136619639783,60575_60581,2860,135.0,1,38,,POINT (438330.1562 4460766.8525),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60576,60579,0.21787739785119123,60576_60579,2861,135.0,2,42,,POINT (438363.15235 4460747.0425),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60576,60582,0.24107289682850444,60576_60582,2861,135.0,5,33,,POINT (438338.00405 4460767.488),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60579,60584,0.059301564622719745,60579_60584,2861,135.0,1,42,,POINT (438356.53894999996 4460956.3905),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60579,60585,0.04788343056756453,60579_60585,2861,135.0,2,42,,POINT (438401.4621999999 4460956.712),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60580,60573,0.2375759484716595,60580_60573,2860,265.0,2,41,,POINT (438285.0358 4460733.6195),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60581,60582,0.0048159904508897275,60581_60582,2860,135.0,1,39,,POINT (438333.92189999996 4460961.1215),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60581,60595,0.2790585525019104,60581_60595,2831,135.0,1,38,,POINT (438329.2294 4461185.319499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60582,60581,0.0048159904508897275,60582_60581,2860,135.0,1,39,,POINT (438333.92189999996 4460961.1215),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60582,60596,0.28057949903827517,60582_60596,2832,135.0,5,33,,POINT (438338.2092 4461187.2455),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60583,60580,0.048192753199418036,60583_60580,2860,265.0,1,41,,POINT (438239.4081500001 4460957.1025),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60584,60580,0.060165831702527525,60584_60580,2860,265.0,2,41,,POINT (438291.24230000004 4460957.4969999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60584,60588,0.050584860755328,60584_60588,2832,135.0,2,41,,POINT (438356.45314999996 4461018.036499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60585,60588,0.035856142829746876,60585_60588,2832,135.0,2,41,,POINT (438401.37639999995 4461018.358),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60586,60572,0.29823179941885025,60586_60572,2860,265.0,1,38,,POINT (438320.8048 4460783.8515),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60586,60587,0.006132094455827562,60586_60587,2831,265.0,1,39,,POINT (438315.00005 4461024.353499999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60587,60573,0.29853260911603813,60587_60573,2860,265.0,5,33,,POINT (438311.3404 4460784.6620000005),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60587,60586,0.006132094455827562,60587_60586,2831,265.0,1,39,,POINT (438315.00005 4461024.353499999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60588,60596,0.23141127334600559,60588_60596,2832,135.0,3,41,,POINT (438363.27170000004 4461228.446),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60589,60583,0.041954449978736215,60589_60583,2831,265.0,2,42,,POINT (438239.46274999995 4461019.8885),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60589,60584,0.054518917272261935,60589_60584,2831,265.0,2,42,,POINT (438291.29689999996 4461020.283),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60591,60586,0.22205704251684472,60591_60586,2831,265.0,1,38,,POINT (438319.14064999996 4461202.509),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60592,60587,0.22372159472849762,60592_60587,2831,265.0,5,33,,POINT (438309.47729999997 4461204.9),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60592,60589,0.2115384732609481,60592_60589,2831,265.0,2,42,,POINT (438283.2273000001 4461216.6435),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60595,60603,0.45176172141714765,60595_60603,2831,135.0,1,38,0015_270.6,POINT (438326.04500000004 4461773.3795),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60596,60604,0.4498148691218284,60596_60604,2832,135.0,5,34,0015_270.6,POINT (438335.17785 4461774.955),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60600,60591,0.4505747594843295,60600_60591,2831,265.0,1,38,0015_270.6,POINT (438316.0442500001 4461743.7465),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60601,60592,0.4502999034352085,60601_60592,2831,265.0,5,34,0015_270.6,POINT (438306.89670000004 4461747.2585),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60603,60604,0.0049864540743525506,60603_60604,2835,135.0,1,39,,POINT (438327.70615 4462136.891),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60603,60611,0.2677116218162364,60603_60611,2835,135.0,1,38,,POINT (438322.76295 4462352.308499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60604,60606,0.24938350845300417,60604_60606,2836,135.0,2,42,,POINT (438359.48614999995 4462335.631999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60604,60610,0.2676719762589615,60604_60610,2836,135.0,5,33,,POINT (438330.38815 4462352.274499999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60605,60601,0.2567798345940317,60605_60601,2835,265.0,3,41,,POINT (438273.1018 4462313.7524999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60606,60613,0.06531836483703692,60606_60613,2836,135.0,2,42,,POINT (438412.4988 4462580.472999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60606,60614,0.07342062276562,60606_60614,2836,135.0,2,42,,POINT (438351.06435 4462581.071),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60608,60601,0.28348764598061565,60608_60601,2835,265.0,5,33,,POINT (438303.9764000001 4462337.708000001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60608,60609,0.004594555156969702,60608_60609,2835,265.0,1,39,,POINT (438306.71655 4462565.8945),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60609,60600,0.2856312834527364,60609_60600,2835,265.0,1,38,,POINT (438312.0632 4462336.136),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60609,60608,0.004594555156969702,60609_60608,2835,265.0,1,39,,POINT (438306.71655 4462565.8945),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60610,60611,0.004489927529777219,60610_60611,2835,135.0,1,39,,POINT (438325.44495000003 4462567.692),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60610,60621,0.35512049413387825,60610_60621,2812,135.0,5,33,,POINT (438330.71535 4462853.408),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60611,60610,0.004489927529777219,60611_60610,2835,135.0,1,39,,POINT (438325.44495000003 4462567.692),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60611,60619,0.3543907230259041,60611_60619,2811,135.0,1,38,,POINT (438321.6145 4462852.8935),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60612,60605,0.07381321480406446,60612_60605,2835,265.0,1,41,,POINT (438214.92825 4462571.143),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60613,60615,0.061477094547790115,60613_60615,2812,135.0,2,41,,POINT (438410.30355 4462667.7335),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60614,60605,0.08216880547928992,60614_60605,2835,265.0,2,41,,POINT (438278.073 4462572.839),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60614,60615,0.06577065595812294,60614_60615,2812,135.0,2,41,,POINT (438348.8691 4462668.3315),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60615,60621,0.26918880320355004,60615_60621,2812,135.0,3,41,,POINT (438357.6181 4462924.026000001),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60616,60612,0.062270190727106184,60616_60612,2811,265.0,2,42,,POINT (438212.733 4462668.2815000005),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60616,60614,0.07141563108902102,60616_60614,2811,265.0,2,42,,POINT (438275.87775 4462669.9775),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60619,60629,0.21735929886827676,60619_60629,2811,135.0,1,38,0015_271.6,POINT (438316.05779999995 4463312.881999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60621,60630,0.21710413679546667,60621_60630,2812,135.0,5,34,0015_271.6,POINT (438326.99869999994 4463313.7725),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60622,60609,0.41017789545658084,60622_60609,2811,265.0,1,38,,POINT (438306.83924999996 4462896.0075),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60623,60608,0.41174360130418663,60623_60608,2811,265.0,5,33,,POINT (438299.9502 4462897.123500001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60623,60616,0.3229373612264515,60623_60616,2811,265.0,2,42,,POINT (438266.88035 4462970.3065),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60626,60623,0.1583831804702998,60626_60623,2811,265.0,5,34,0015_271.6,POINT (438291.642 4463355.7655),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60628,60622,0.16140495495097507,60628_60622,2811,265.0,1,38,0015_271.6,POINT (438300.55805 4463355.895500001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60629,60635,0.20989125862330224,60629_60635,2814,135.0,1,38,0015_271.6,POINT (438254.53565 4463646.9775),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60630,60637,0.2142084808595863,60630_60637,2814,135.0,5,34,0015_271.6,POINT (438265.2715 4463651.282),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60633,60626,0.2072883528787709,60633_60626,2814,265.0,5,34,0015_271.6,POINT (438231.81195000006 4463640.716),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60634,60628,0.20919832658537557,60634_60628,2814,265.0,1,38,0015_271.6,POINT (438242.37815 4463644.677999999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60635,60641,0.1833694021541995,60635_60641,2814,135.0,1,38,,POINT (438113.38289999997 4463926.8825),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60637,60643,0.18464982437224656,60637_60643,2814,135.0,5,33,,POINT (438122.65745 4463935.155),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60637,60645,0.20269689655984488,60637_60645,2815,135.0,2,42,,POINT (438131.4333999999 4463957.7005),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60639,60633,0.18260679998592536,60639_60633,2814,265.0,5,33,,POINT (438092.6908 4463918.517999999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60640,60634,0.1847644930067096,60640_60634,2814,265.0,1,38,,POINT (438100.61545000004 4463924.6815),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60641,60647,0.1544665617972619,60641_60647,2814,135.0,1,38,,POINT (437934.81605 4464129.2975),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60642,60633,0.22127255319872904,60642_60633,2814,265.0,3,41,,POINT (438053.43335 4463926.309),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60643,60648,0.15487470664323688,60643_60648,2815,135.0,5,33,,POINT (437941.07315 4464136.41),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60645,60649,0.08055107044410435,60645_60649,2815,135.0,2,42,,POINT (438045.42724999995 4464165.4785),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60646,60642,0.1607672644511898,60646_60642,2814,265.0,3,41,,POINT (437813.0531 4464110.336),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60647,60648,0.0044785328860127895,60647_60648,2814,135.0,1,39,,POINT (437843.48439999996 4464213.884500001),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60647,60658,0.20016267002989763,60647_60658,2797,135.0,1,38,,POINT (437718.07814999996 4464314.9004999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60648,60647,0.0044785328860127895,60648_60647,2814,135.0,1,39,,POINT (437843.48439999996 4464213.884500001),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60648,60659,0.28111744911623754,60648_60659,2776,135.0,5,33,,POINT (437673.80805 4464363.675),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60650,60655,0.03626732472690678,60650_60655,2776,135.0,1,41,,POINT (437867.71955000004 4464259.2765),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60651,60655,0.061493095795923526,60651_60655,2776,135.0,2,41,,POINT (437902.45125 4464259.4004999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60652,60646,0.042613030139493614,60652_60646,2814,265.0,3,41,,POINT (437687.2142 4464199.4015),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60653,60639,0.1963837062171281,60653_60639,2814,265.0,5,33,,POINT (437890.00265 4464143.637),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60653,71582,0.005130682919977309,60653_71582,2797,265.0,1,39,,POINT (437775.06085 4464251.1535),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60655,60657,0.030102254021281097,60655_60657,2776,135.0,3,41,,POINT (437842.20155 4464301.8535),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60656,60652,0.037208427443177934,60656_60652,2797,265.0,2,42,,POINT (437669.1637 4464261.0375),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60657,60659,0.23308728932106573,60657_60659,2776,135.0,3,41,,POINT (437662.1365 4464413.2385),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60658,60665,0.3441581931466422,60658_60665,2797,135.0,1,38,,POINT (437385.24285000004 4464599.607),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60659,60666,0.26314931785110024,60659_60666,2776,135.0,5,33,,POINT (437341.69999999995 4464649.17),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60662,60653,0.2784607043779144,60662_60653,2797,265.0,5,33,,POINT (437600.72655 4464393.2235),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60662,60656,0.21059117124914792,60662_60656,2797,265.0,2,42,,POINT (437544.9839500001 4464413.7675),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60663,71582,0.27932343868080334,60663_71582,2797,265.0,1,38,,POINT (437606.95145 4464399.225500001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60665,60669,0.14373111769075803,60665_60669,2797,135.0,1,38,,POINT (437087.5854 4464855.5875),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60666,60670,0.14055782217164597,60666_60670,2773,135.0,5,33,,POINT (437095.67689999996 4464861.302999999),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60667,60662,0.3015481723898834,60667_60662,2797,265.0,5,33,,POINT (437245.22065000003 4464695.6095),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60668,60663,0.29988000998775277,60668_60663,2797,265.0,1,38,,POINT (437251.92949999997 4464701.183),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60669,60674,0.4393819697510993,60669_60674,2771,135.0,1,38,,POINT (436731.0317 4465160.597),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60670,60677,0.5817095321724175,60670_60677,2773,135.0,5,33,,POINT (436653.74555 4465238.761),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60671,60667,0.31479000392224094,60671_60667,2797,265.0,5,33,,POINT (436867.77835000004 4465017.3265),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60672,60668,0.31508134235469293,60672_60668,2797,265.0,1,38,,POINT (436875.78715 4465022.7165),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60674,60682,0.5920942767348157,60674_60682,2771,135.0,1,38,0015_272.7,POINT (436100.10959999997 4465699.887),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60675,60671,0.3230605400291336,60675_60671,2771,265.0,5,33,,POINT (436478.34005 4465351.6405),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60676,60672,0.3206668830910561,60676_60672,2771,265.0,1,38,,POINT (436487.55905 4465355.853499999),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60677,60683,0.45286037148864644,60677_60683,2772,135.0,5,33,0015_272.7,POINT (436021.40274999995 4465780.2175),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60680,60675,0.4623036866151721,60680_60675,2771,265.0,5,33,0015_272.7,POINT (435998.2200999999 4465762.548),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60681,60676,0.46407397110332327,60681_60676,2771,265.0,1,38,0015_272.7,POINT (436007.42220000003 4465765.982),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60682,60694,0.5795019940554486,60682_60694,2770,135.0,1,38,0015_274.7,POINT (435381.4361 4466310.0309999995),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60683,60695,0.5794562055851479,60683_60695,2757,135.0,5,33,0015_274.7,POINT (435387.97285 4466317.5825),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60692,60680,0.5748299035379371,60692_60680,2770,265.0,5,33,0015_274.7,POINT (435362.97679999995 4466303.7845),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60693,60681,0.5769663964249897,60693_60681,2770,265.0,1,38,0015_274.7,POINT (435369.5333 4466308.963500001),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60694,60701,0.23486494844407557,60694_60701,2770,135.0,1,38,,POINT (434881.2500499999 4466733.3815),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60695,60699,0.16901783149014626,60695_60699,2757,135.0,1,42,,POINT (434944.31255000003 4466722.275),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60695,60702,0.2351037349156263,60695_60702,2757,135.0,5,33,,POINT (434885.57185 4466738.5455),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60698,60692,0.17183182084407192,60698_60692,2770,265.0,2,41,,POINT (434893.7482 4466676.964),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60699,60705,0.08927109863787241,60699_60705,2757,135.0,1,42,,POINT (434803.84719999996 4466874.637),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60700,60698,0.08267049347405192,60700_60698,2770,265.0,2,41,,POINT (434723.07395 4466789.7524999995),25.0,37.0,I15,265.0,32992.7837144,3233079.82398
60701,60702,0.0029835420788749526,60701_60702,2770,135.0,1,39,,POINT (434738.8693 4466857.8645),14.0,26.0,I15,135.0,36184.421158,3550874.40139
60701,60712,0.26194982740891953,60701_60712,2733,135.0,1,38,,POINT (434577.17189999996 4466992.908),14.0,26.0,I15,135.0,36184.421158,3550874.40139
